"D" "I" "G"
"2910" "d1" "i0" "g3"
"2911" "d1" "i0" "g3"
"2912" "d0" "i0" "g3"
"2913" "d1" "i1" "g2"
"2914" "d0" "i0" "g2"
"2915" "d1" "i0" "g3"
"2916" "d1" "i0" "g3"
"2917" "d1" "i0" "g3"
"2918" "d0" "i0" "g3"
"2919" "d0" "i0" "g3"
"2920" "d1" "i1" "g1"
"2921" "d0" "i0" "g1"
"2922" "d0" "i0" "g3"
"2923" "d0" "i0" "g2"
"2924" "d1" "i0" "g3"
"2925" "d1" "i0" "g3"
"2926" "d0" "i1" "g1"
"2927" "d1" "i0" "g3"
"2928" "d0" "i0" "g1"
"2929" "d1" "i0" "g3"
"2930" "d0" "i0" "g2"
"2931" "d0" "i1" "g1"
"2932" "d0" "i0" "g1"
"2933" "d0" "i0" "g3"
"2934" "d1" "i1" "g2"
"2935" "d0" "i1" "g1"
"2936" "d1" "i0" "g3"
"2937" "d0" "i0" "g2"
"2938" "d0" "i0" "g3"
"2939" "d0" "i0" "g2"
"2940" "d0" "i0" "g2"
"2941" "d1" "i0" "g3"
"2942" "d0" "i0" "g2"
"2943" "d1" "i0" "g3"
"2944" "d1" "i0" "g3"
"2945" "d0" "i0" "g3"
"2946" "d0" "i0" "g2"
"2947" "d1" "i0" "g2"
"2948" "d0" "i1" "g1"
"2949" "d0" "i1" "g1"
"2950" "d0" "i1" "g1"
"2951" "d1" "i0" "g2"
"2952" "d1" "i0" "g1"
"2953" "d0" "i0" "g1"
"2954" "d0" "i1" "g1"
"2955" "d0" "i0" "g3"
"2956" "d1" "i0" "g3"
"2957" "d0" "i0" "g2"
"2958" "d1" "i0" "g3"
"2959" "d1" "i0" "g2"
"2960" "d1" "i1" "g3"
"2961" "d1" "i0" "g3"
"2962" "d1" "i0" "g3"
"2963" "d1" "i1" "g2"
"2964" "d0" "i1" "g1"
"2965" "d1" "i0" "g3"
"2966" "d1" "i1" "g1"
"2967" "d1" "i0" "g3"
"2968" "d0" "i0" "g1"
"2969" "d0" "i0" "g1"
"2970" "d0" "i0" "g2"
"2971" "d0" "i0" "g1"
"2972" "d0" "i1" "g1"
"2973" "d1" "i1" "g1"
"2974" "d0" "i0" "g1"
"2975" "d0" "i1" "g1"
"2976" "d0" "i1" "g1"
"2977" "d1" "i1" "g3"
"2978" "d0" "i1" "g1"
"2979" "d0" "i1" "g1"
"2980" "d0" "i1" "g2"
"2981" "d0" "i0" "g2"
"2982" "d1" "i0" "g3"
"2983" "d0" "i0" "g2"
"2984" "d0" "i0" "g1"
"2985" "d1" "i1" "g1"
"2986" "d0" "i1" "g1"
"2987" "d0" "i0" "g1"
"2988" "d0" "i0" "g3"
"2989" "d0" "i0" "g2"
"2990" "d0" "i0" "g3"
"2991" "d1" "i0" "g3"
"2992" "d0" "i1" "g1"
"2993" "d1" "i1" "g3"
"2994" "d0" "i0" "g2"
"2995" "d1" "i0" "g3"
"2996" "d1" "i0" "g3"
"2997" "d0" "i1" "g1"
"2998" "d0" "i1" "g2"
"2999" "d0" "i0" "g2"
"3000" "d0" "i0" "g2"
"3001" "d1" "i0" "g2"
"3002" "d0" "i0" "g2"
"3003" "d0" "i0" "g1"
"3004" "d0" "i1" "g1"
"3005" "d0" "i0" "g2"
"3006" "d0" "i0" "g2"
"3007" "d1" "i0" "g3"
"3008" "d0" "i0" "g2"
"3009" "d1" "i0" "g3"
"3010" "d0" "i0" "g1"
"3011" "d0" "i0" "g3"
"3012" "d1" "i1" "g2"
"3013" "d1" "i0" "g2"
"3014" "d0" "i0" "g1"
"3015" "d1" "i0" "g3"
"3016" "d0" "i1" "g1"
"3017" "d0" "i0" "g3"
"3018" "d1" "i0" "g3"
"3019" "d0" "i0" "g2"
"3020" "d1" "i0" "g3"
"3021" "d0" "i1" "g1"
"3022" "d1" "i0" "g3"
"3023" "d0" "i0" "g3"
"3024" "d0" "i0" "g2"
"3025" "d1" "i1" "g2"
"3026" "d1" "i0" "g2"
"3027" "d0" "i1" "g1"
"3028" "d1" "i0" "g3"
"3029" "d1" "i1" "g1"
"3030" "d1" "i0" "g3"
"3031" "d1" "i1" "g2"
"3032" "d1" "i1" "g1"
"3033" "d0" "i0" "g2"
"3034" "d1" "i0" "g2"
"3035" "d1" "i1" "g1"
"3036" "d0" "i1" "g2"
"3037" "d0" "i0" "g2"
"3038" "d0" "i0" "g2"
"3039" "d1" "i1" "g1"
"3040" "d0" "i0" "g2"
"3041" "d1" "i0" "g3"
"3042" "d0" "i0" "g3"
"3043" "d0" "i0" "g2"
"3044" "d1" "i1" "g2"
"3045" "d1" "i0" "g3"
"3046" "d0" "i0" "g2"
"3047" "d0" "i0" "g2"
"3048" "d0" "i0" "g1"
"3049" "d1" "i0" "g3"
"3050" "d0" "i1" "g2"
"3051" "d0" "i1" "g1"
"3052" "d0" "i1" "g1"
"3053" "d1" "i0" "g1"
"3054" "d0" "i0" "g3"
"3055" "d1" "i0" "g3"
"3056" "d0" "i0" "g1"
"3057" "d0" "i1" "g1"
"3058" "d0" "i0" "g1"
"3059" "d0" "i0" "g1"
"3060" "d1" "i0" "g2"
"3061" "d0" "i0" "g2"
"3062" "d0" "i0" "g3"
"3063" "d0" "i1" "g1"
"3064" "d1" "i0" "g3"
"3065" "d0" "i1" "g1"
"3066" "d0" "i1" "g1"
"3067" "d1" "i1" "g1"
"3068" "d0" "i0" "g3"
"3069" "d0" "i1" "g1"
"3070" "d0" "i0" "g3"
"3071" "d0" "i0" "g3"
"3072" "d0" "i1" "g1"
"3073" "d1" "i1" "g2"
"3074" "d0" "i1" "g1"
"3075" "d0" "i0" "g1"
"3076" "d0" "i1" "g1"
"3077" "d0" "i0" "g3"
"3078" "d1" "i0" "g2"
"3079" "d1" "i0" "g2"
"3080" "d0" "i1" "g1"
"3081" "d0" "i0" "g1"
"3082" "d1" "i0" "g2"
"3083" "d0" "i0" "g1"
"3084" "d0" "i0" "g1"
"3085" "d0" "i0" "g3"
"3086" "d0" "i0" "g2"
"3087" "d0" "i1" "g1"
"3088" "d1" "i0" "g2"
"3089" "d0" "i0" "g2"
"3090" "d0" "i0" "g3"
"3091" "d0" "i0" "g2"
"3092" "d0" "i1" "g1"
"3093" "d0" "i1" "g1"
"3094" "d0" "i0" "g2"
"3095" "d0" "i0" "g2"
"3096" "d1" "i0" "g3"
"3097" "d0" "i0" "g1"
"3098" "d1" "i1" "g3"
"3099" "d0" "i0" "g2"
"3100" "d0" "i1" "g1"
"3101" "d1" "i0" "g3"
"3102" "d0" "i0" "g2"
"3103" "d1" "i0" "g2"
"3104" "d0" "i0" "g3"
"3105" "d1" "i1" "g2"
"3106" "d0" "i1" "g1"
"3107" "d1" "i1" "g2"
"3108" "d0" "i0" "g1"
"3109" "d1" "i1" "g2"
"3110" "d1" "i0" "g3"
"3111" "d0" "i0" "g3"
"3112" "d1" "i0" "g3"
"3113" "d0" "i1" "g1"
"3114" "d1" "i0" "g3"
"3115" "d1" "i0" "g3"
"3116" "d1" "i0" "g3"
"3117" "d0" "i0" "g2"
"3118" "d1" "i1" "g3"
"3119" "d1" "i0" "g3"
"3120" "d0" "i0" "g3"
"3121" "d1" "i0" "g3"
"3122" "d1" "i0" "g2"
"3123" "d1" "i0" "g3"
"3124" "d0" "i1" "g1"
"3125" "d0" "i0" "g2"
"3126" "d0" "i0" "g1"
"3127" "d0" "i0" "g3"
"3128" "d0" "i0" "g1"
"3129" "d0" "i0" "g1"
"3130" "d0" "i0" "g3"
"3131" "d0" "i0" "g2"
"3132" "d0" "i0" "g3"
"3133" "d0" "i0" "g3"
"3134" "d0" "i0" "g2"
"3135" "d0" "i0" "g2"
"3136" "d1" "i0" "g3"
"3137" "d1" "i1" "g2"
"3138" "d1" "i0" "g1"
"3139" "d0" "i0" "g3"
"3140" "d0" "i0" "g1"
"3141" "d0" "i1" "g1"
"3142" "d0" "i0" "g1"
"3143" "d0" "i0" "g3"
"3144" "d0" "i0" "g2"
"3145" "d0" "i0" "g2"
"3146" "d0" "i0" "g2"
"3147" "d1" "i0" "g3"
"3148" "d1" "i0" "g3"
"3149" "d0" "i0" "g2"
"3150" "d0" "i0" "g2"
"3151" "d1" "i0" "g3"
"3152" "d0" "i0" "g1"
"3153" "d0" "i0" "g1"
"3154" "d0" "i0" "g2"
"3155" "d0" "i0" "g3"
"3156" "d1" "i1" "g2"
"3157" "d0" "i1" "g1"
"3158" "d1" "i0" "g3"
"3159" "d0" "i0" "g3"
"3160" "d0" "i0" "g2"
"3161" "d0" "i1" "g1"
"3162" "d1" "i0" "g3"
"3163" "d1" "i0" "g3"
"3164" "d0" "i1" "g1"
"3165" "d1" "i1" "g1"
"3166" "d1" "i0" "g3"
"3167" "d0" "i0" "g3"
"3168" "d0" "i0" "g2"
"3169" "d0" "i0" "g3"
"3170" "d0" "i0" "g3"
"3171" "d0" "i1" "g1"
"3172" "d1" "i0" "g3"
"3173" "d1" "i0" "g3"
"3174" "d1" "i0" "g3"
"3175" "d0" "i1" "g1"
"3176" "d0" "i0" "g1"
"3177" "d1" "i0" "g3"
"3178" "d1" "i1" "g2"
"3179" "d0" "i0" "g3"
"3180" "d0" "i0" "g3"
"3181" "d1" "i1" "g1"
"3182" "d1" "i0" "g2"
"3183" "d0" "i0" "g2"
"3184" "d0" "i0" "g1"
"3185" "d0" "i1" "g1"
"3186" "d1" "i1" "g3"
"3187" "d1" "i0" "g3"
"3188" "d1" "i0" "g3"
"3189" "d0" "i0" "g3"
"3190" "d1" "i1" "g3"
"3191" "d0" "i0" "g1"
"3192" "d0" "i1" "g1"
"3193" "d0" "i0" "g2"
"3194" "d1" "i0" "g3"
"3195" "d0" "i1" "g2"
"3196" "d1" "i0" "g3"
"3197" "d0" "i0" "g3"
"3198" "d1" "i0" "g3"
"3199" "d0" "i1" "g1"
"3200" "d1" "i0" "g3"
"3201" "d1" "i0" "g3"
"3202" "d1" "i0" "g3"
"3203" "d0" "i0" "g3"
"3204" "d1" "i1" "g1"
"3205" "d0" "i0" "g1"
"3206" "d0" "i1" "g1"
"3207" "d0" "i0" "g1"
"3208" "d0" "i1" "g1"
"3209" "d0" "i0" "g2"
"3210" "d0" "i1" "g1"
"3211" "d1" "i1" "g1"
"3212" "d0" "i0" "g2"
"3213" "d0" "i1" "g1"
"3214" "d1" "i0" "g3"
"3215" "d1" "i1" "g1"
"3216" "d0" "i0" "g2"
"3217" "d1" "i0" "g3"
"3218" "d0" "i0" "g3"
"3219" "d0" "i1" "g1"
"3220" "d0" "i0" "g2"
"3221" "d0" "i0" "g2"
"3222" "d0" "i0" "g3"
"3223" "d1" "i0" "g2"
"3224" "d0" "i1" "g1"
"3225" "d0" "i0" "g3"
"3226" "d0" "i0" "g1"
"3227" "d0" "i0" "g2"
"3228" "d1" "i0" "g3"
"3229" "d0" "i1" "g1"
"3230" "d0" "i1" "g2"
"3231" "d1" "i1" "g3"
"3232" "d0" "i0" "g3"
"3233" "d1" "i1" "g1"
"3234" "d1" "i0" "g3"
"3235" "d0" "i1" "g1"
"3236" "d0" "i0" "g2"
"3237" "d0" "i0" "g3"
"3238" "d0" "i0" "g1"
"3239" "d1" "i0" "g3"
"3240" "d1" "i0" "g2"
"3241" "d0" "i1" "g1"
"3242" "d1" "i0" "g3"
"3243" "d0" "i0" "g2"
"3244" "d1" "i0" "g2"
"3245" "d1" "i1" "g3"
"3246" "d0" "i1" "g1"
"3247" "d0" "i1" "g1"
"3248" "d0" "i0" "g1"
"3249" "d0" "i0" "g2"
"3250" "d1" "i1" "g1"
"3251" "d0" "i0" "g2"
"3252" "d1" "i1" "g3"
"3253" "d0" "i0" "g1"
"3254" "d0" "i1" "g1"
"3255" "d0" "i1" "g2"
"3256" "d0" "i0" "g1"
"3257" "d1" "i0" "g3"
"3258" "d0" "i1" "g1"
"3259" "d1" "i1" "g1"
"3260" "d0" "i0" "g3"
"3261" "d0" "i0" "g3"
"3262" "d1" "i0" "g3"
"3263" "d1" "i0" "g1"
"3264" "d0" "i0" "g2"
"3265" "d1" "i0" "g3"
"3266" "d0" "i0" "g1"
"3267" "d0" "i0" "g3"
"3268" "d0" "i0" "g2"
"3269" "d0" "i1" "g1"
"3270" "d1" "i0" "g3"
"3271" "d1" "i1" "g1"
"3272" "d1" "i1" "g1"
"3273" "d0" "i0" "g3"
"3274" "d0" "i0" "g3"
"3275" "d0" "i0" "g2"
"3276" "d0" "i0" "g1"
"3277" "d0" "i0" "g1"
"3278" "d1" "i1" "g1"
"3279" "d1" "i0" "g3"
"3280" "d0" "i0" "g3"
"3281" "d0" "i0" "g2"
"3282" "d1" "i0" "g2"
"3283" "d1" "i0" "g3"
"3284" "d0" "i1" "g1"
"3285" "d0" "i0" "g1"
"3286" "d1" "i0" "g3"
"3287" "d1" "i0" "g3"
"3288" "d1" "i0" "g3"
"3289" "d1" "i0" "g3"
"3290" "d1" "i0" "g3"
"3291" "d0" "i0" "g2"
"3292" "d0" "i1" "g1"
"3293" "d0" "i0" "g1"
"3294" "d0" "i1" "g1"
"3295" "d1" "i0" "g3"
"3296" "d1" "i0" "g3"
"3297" "d1" "i0" "g3"
"3298" "d0" "i0" "g1"
"3299" "d1" "i1" "g3"
"3300" "d1" "i0" "g3"
"3301" "d0" "i1" "g1"
"3302" "d1" "i0" "g3"
"3303" "d1" "i0" "g3"
"3304" "d0" "i1" "g1"
"3305" "d0" "i0" "g2"
"3306" "d0" "i1" "g1"
"3307" "d1" "i1" "g3"
"3308" "d0" "i1" "g1"
"3309" "d1" "i1" "g2"
"3310" "d1" "i0" "g3"
"3311" "d0" "i1" "g1"
"3312" "d0" "i0" "g1"
"3313" "d1" "i0" "g3"
"3314" "d0" "i0" "g1"
"3315" "d1" "i0" "g3"
"3316" "d0" "i1" "g2"
"3317" "d0" "i1" "g1"
"3318" "d1" "i0" "g3"
"3319" "d0" "i0" "g2"
"3320" "d1" "i1" "g1"
"3321" "d0" "i0" "g3"
"3322" "d0" "i1" "g2"
"3323" "d1" "i0" "g2"
"3324" "d0" "i1" "g1"
"3325" "d0" "i1" "g1"
"3326" "d0" "i0" "g1"
"3327" "d0" "i0" "g2"
"3328" "d0" "i0" "g1"
"3329" "d0" "i1" "g1"
"3330" "d1" "i1" "g2"
"3331" "d1" "i0" "g2"
"3332" "d0" "i0" "g3"
"3333" "d1" "i1" "g3"
"3334" "d1" "i0" "g3"
"3335" "d0" "i0" "g3"
"3336" "d1" "i0" "g3"
"3337" "d1" "i1" "g2"
"3338" "d0" "i0" "g2"
"3339" "d0" "i1" "g1"
"3340" "d1" "i0" "g3"
"3341" "d0" "i0" "g1"
"3342" "d0" "i0" "g2"
"3343" "d1" "i0" "g3"
"3344" "d1" "i0" "g3"
"3345" "d0" "i0" "g3"
"3346" "d0" "i1" "g1"
"3347" "d0" "i0" "g2"
"3348" "d0" "i1" "g1"
"3349" "d1" "i1" "g1"
"3350" "d1" "i1" "g2"
"3351" "d0" "i0" "g2"
"3352" "d0" "i0" "g1"
"3353" "d0" "i1" "g1"
"3354" "d0" "i1" "g1"
"3355" "d0" "i0" "g1"
"3356" "d1" "i0" "g3"
"3357" "d1" "i0" "g2"
"3358" "d1" "i0" "g3"
"3359" "d1" "i1" "g1"
"3360" "d1" "i1" "g2"
"3361" "d1" "i0" "g3"
"3362" "d0" "i0" "g1"
"3363" "d0" "i1" "g1"
"3364" "d0" "i0" "g3"
"3365" "d0" "i0" "g3"
"3366" "d1" "i0" "g2"
"3367" "d0" "i1" "g1"
"3368" "d0" "i1" "g1"
"3369" "d1" "i1" "g1"
"3370" "d1" "i1" "g1"
"3371" "d0" "i0" "g3"
"3372" "d0" "i1" "g2"
"3373" "d1" "i0" "g3"
"3374" "d1" "i0" "g2"
"3375" "d0" "i0" "g1"
"3376" "d0" "i0" "g3"
"3377" "d1" "i1" "g2"
"3378" "d1" "i0" "g3"
"3379" "d1" "i1" "g1"
"3380" "d0" "i0" "g2"
"3381" "d1" "i0" "g1"
"3382" "d0" "i0" "g2"
"3383" "d0" "i0" "g1"
"3384" "d1" "i0" "g3"
"3385" "d0" "i1" "g1"
"3386" "d1" "i1" "g1"
"3387" "d0" "i0" "g3"
"3388" "d1" "i0" "g3"
"3389" "d0" "i0" "g3"
"3390" "d0" "i0" "g2"
"3391" "d0" "i0" "g1"
"3392" "d0" "i0" "g1"
"3393" "d0" "i1" "g1"
"3394" "d0" "i0" "g1"
"3395" "d1" "i1" "g3"
"3396" "d1" "i0" "g3"
"3397" "d1" "i0" "g1"
"3398" "d0" "i1" "g2"
"3399" "d0" "i1" "g1"
"3400" "d0" "i1" "g1"
"3401" "d1" "i0" "g3"
"3402" "d1" "i0" "g3"
"3403" "d1" "i0" "g3"
"3404" "d1" "i1" "g2"
"3405" "d1" "i0" "g2"
"3406" "d1" "i0" "g3"
"3407" "d1" "i0" "g3"
"3408" "d0" "i0" "g1"
"3409" "d1" "i0" "g2"
"3410" "d1" "i1" "g2"
"3411" "d0" "i0" "g2"
"3412" "d0" "i0" "g1"
"3413" "d0" "i0" "g3"
"3414" "d1" "i0" "g3"
"3415" "d0" "i0" "g2"
"3416" "d0" "i0" "g3"
"3417" "d0" "i0" "g3"
"3418" "d0" "i1" "g1"
"3419" "d1" "i0" "g3"
"3420" "d1" "i1" "g2"
"3421" "d1" "i1" "g2"
"3422" "d0" "i1" "g1"
"3423" "d0" "i0" "g2"
"3424" "d1" "i0" "g2"
"3425" "d0" "i0" "g2"
"3426" "d1" "i0" "g3"
"3427" "d1" "i0" "g3"
"3428" "d0" "i0" "g2"
"3429" "d1" "i0" "g2"
"3430" "d0" "i0" "g3"
"3431" "d0" "i0" "g1"
"3432" "d0" "i1" "g1"
"3433" "d0" "i0" "g1"
"3434" "d0" "i1" "g1"
"3435" "d1" "i1" "g2"
"3436" "d1" "i1" "g3"
"3437" "d1" "i0" "g3"
"3438" "d0" "i0" "g2"
"3439" "d0" "i1" "g1"
"3440" "d0" "i0" "g3"
"3441" "d0" "i0" "g2"
"3442" "d1" "i0" "g3"
"3443" "d0" "i1" "g1"
"3444" "d0" "i1" "g1"
"3445" "d0" "i0" "g2"
"3446" "d1" "i0" "g2"
"3447" "d0" "i1" "g1"
"3448" "d0" "i0" "g3"
"3449" "d1" "i0" "g3"
"3450" "d0" "i0" "g2"
"3451" "d0" "i0" "g1"
"3452" "d0" "i1" "g1"
"3453" "d0" "i0" "g2"
"3454" "d0" "i0" "g2"
"3455" "d0" "i1" "g1"
"3456" "d1" "i1" "g1"
"3457" "d1" "i1" "g2"
"3458" "d1" "i1" "g2"
"3459" "d1" "i0" "g3"
"3460" "d0" "i0" "g1"
"3461" "d0" "i1" "g1"
"3462" "d0" "i0" "g1"
"3463" "d1" "i1" "g1"
"3464" "d1" "i0" "g3"
"3465" "d0" "i1" "g1"
"3466" "d1" "i0" "g3"
"3467" "d0" "i0" "g3"
"3468" "d0" "i0" "g2"
"3469" "d0" "i0" "g1"
"3470" "d0" "i0" "g2"
"3471" "d0" "i0" "g2"
"3472" "d0" "i0" "g1"
"3473" "d0" "i0" "g1"
"3474" "d0" "i0" "g3"
"3475" "d1" "i0" "g3"
"3476" "d0" "i0" "g3"
"3477" "d1" "i0" "g2"
"3478" "d1" "i0" "g3"
"3479" "d0" "i1" "g1"
"3480" "d1" "i0" "g3"
"3481" "d0" "i0" "g3"
"3482" "d1" "i0" "g2"
"3483" "d0" "i1" "g3"
"3484" "d0" "i0" "g1"
"3485" "d1" "i1" "g2"
"3486" "d0" "i1" "g1"
"3487" "d0" "i1" "g1"
"3488" "d1" "i0" "g1"
"3489" "d1" "i1" "g1"
"3490" "d0" "i1" "g1"
"3491" "d0" "i0" "g3"
"3492" "d1" "i0" "g3"
"3493" "d0" "i0" "g3"
"3494" "d0" "i1" "g1"
"3495" "d0" "i0" "g3"
"3496" "d0" "i0" "g1"
"3497" "d0" "i0" "g2"
"3498" "d0" "i0" "g1"
"3499" "d1" "i0" "g3"
"3500" "d0" "i0" "g2"
"3501" "d0" "i0" "g3"
"3502" "d1" "i1" "g1"
"3503" "d1" "i0" "g3"
"3504" "d0" "i0" "g3"
"3505" "d1" "i0" "g2"
"3506" "d1" "i0" "g3"
"3507" "d1" "i0" "g3"
"3508" "d0" "i0" "g2"
"3509" "d0" "i0" "g1"
"3510" "d0" "i1" "g1"
"3511" "d1" "i0" "g3"
"3512" "d1" "i1" "g1"
"3513" "d1" "i0" "g3"
"3514" "d1" "i0" "g3"
"3515" "d0" "i1" "g1"
"3516" "d1" "i1" "g2"
"3517" "d0" "i1" "g1"
"3518" "d1" "i0" "g3"
"3519" "d0" "i1" "g1"
"3520" "d0" "i0" "g1"
"3521" "d0" "i0" "g2"
"3522" "d1" "i0" "g3"
"3523" "d1" "i0" "g3"
"3524" "d1" "i1" "g3"
"3525" "d1" "i0" "g1"
"3526" "d1" "i0" "g3"
"3527" "d0" "i0" "g2"
"3528" "d1" "i1" "g1"
"3529" "d0" "i0" "g1"
"3530" "d1" "i0" "g2"
"3531" "d1" "i1" "g1"
"3532" "d0" "i0" "g3"
"3533" "d1" "i0" "g2"
"3534" "d0" "i1" "g1"
"3535" "d1" "i0" "g2"
"3536" "d1" "i1" "g2"
"3537" "d0" "i1" "g1"
"3538" "d0" "i0" "g2"
"3539" "d0" "i0" "g1"
"3540" "d0" "i0" "g3"
"3541" "d1" "i0" "g3"
"3542" "d1" "i0" "g3"
"3543" "d0" "i1" "g1"
"3544" "d0" "i1" "g1"
"3545" "d1" "i1" "g1"
"3546" "d0" "i0" "g2"
"3547" "d1" "i0" "g3"
"3548" "d0" "i0" "g2"
"3549" "d1" "i0" "g2"
"3550" "d1" "i0" "g3"
"3551" "d0" "i0" "g2"
"3552" "d1" "i1" "g1"
"3553" "d0" "i0" "g1"
"3554" "d0" "i0" "g2"
"3555" "d0" "i0" "g3"
"3556" "d1" "i1" "g1"
"3557" "d1" "i0" "g2"
"3558" "d1" "i0" "g3"
"3559" "d1" "i1" "g1"
"3560" "d1" "i0" "g3"
"3561" "d0" "i0" "g1"
"3562" "d0" "i0" "g3"
"3563" "d0" "i0" "g3"
"3564" "d0" "i0" "g1"
"3565" "d0" "i1" "g1"
"3566" "d1" "i0" "g2"
"3567" "d1" "i0" "g2"
"3568" "d1" "i0" "g3"
"3569" "d1" "i1" "g1"
"3570" "d0" "i0" "g3"
"3571" "d0" "i0" "g1"
"3572" "d1" "i0" "g3"
"3573" "d1" "i0" "g3"
"3574" "d0" "i0" "g2"
"3575" "d0" "i0" "g3"
"3576" "d0" "i0" "g2"
"3577" "d0" "i0" "g1"
"3578" "d0" "i0" "g2"
"3579" "d0" "i1" "g1"
"3580" "d1" "i1" "g1"
"3581" "d1" "i1" "g1"
"3582" "d0" "i0" "g2"
"3583" "d0" "i0" "g1"
"3584" "d1" "i1" "g1"
"3585" "d0" "i0" "g3"
"3586" "d0" "i0" "g1"
"3587" "d1" "i1" "g1"
"3588" "d1" "i0" "g3"
"3589" "d0" "i0" "g2"
"3590" "d0" "i0" "g2"
"3591" "d1" "i0" "g3"
"3592" "d1" "i0" "g3"
"3593" "d0" "i0" "g2"
"3594" "d1" "i0" "g3"
"3595" "d0" "i0" "g2"
"3596" "d0" "i1" "g1"
"3597" "d0" "i0" "g1"
"3598" "d1" "i0" "g3"
"3599" "d0" "i0" "g2"
"3600" "d0" "i0" "g3"
"3601" "d1" "i0" "g3"
"3602" "d0" "i0" "g1"
"3603" "d0" "i0" "g2"
"3604" "d0" "i1" "g1"
"3605" "d0" "i0" "g3"
"3606" "d0" "i1" "g1"
"3607" "d0" "i0" "g3"
"3608" "d0" "i0" "g1"
"3609" "d0" "i1" "g1"
"3610" "d1" "i1" "g3"
"3611" "d0" "i0" "g1"
"3612" "d1" "i1" "g1"
"3613" "d0" "i0" "g3"
"3614" "d0" "i0" "g2"
"3615" "d1" "i0" "g3"
"3616" "d0" "i0" "g2"
"3617" "d1" "i1" "g1"
"3618" "d1" "i1" "g2"
"3619" "d0" "i1" "g1"
"3620" "d1" "i0" "g2"
"3621" "d0" "i0" "g2"
"3622" "d0" "i1" "g1"
"3623" "d0" "i1" "g1"
"3624" "d1" "i1" "g2"
"3625" "d1" "i0" "g3"
"3626" "d1" "i0" "g3"
"3627" "d0" "i1" "g1"
"3628" "d0" "i0" "g1"
"3629" "d1" "i0" "g3"
"3630" "d1" "i0" "g3"
"3631" "d1" "i0" "g3"
"3632" "d1" "i0" "g3"
"3633" "d0" "i0" "g3"
"3634" "d1" "i0" "g2"
"3635" "d0" "i0" "g2"
"3636" "d1" "i0" "g1"
"3637" "d0" "i1" "g1"
"3638" "d0" "i0" "g3"
"3639" "d0" "i0" "g3"
"3640" "d1" "i0" "g3"
"3641" "d0" "i0" "g3"
"3642" "d1" "i0" "g2"
"3643" "d1" "i0" "g3"
"3644" "d1" "i0" "g3"
"3645" "d1" "i0" "g3"
"3646" "d1" "i0" "g3"
"3647" "d0" "i0" "g3"
"3648" "d0" "i0" "g1"
"3649" "d0" "i0" "g3"
"3650" "d1" "i0" "g3"
"3651" "d0" "i1" "g1"
"3652" "d1" "i1" "g2"
"3653" "d0" "i0" "g1"
"3654" "d1" "i0" "g3"
"3655" "d0" "i1" "g2"
"3656" "d1" "i0" "g2"
"3657" "d0" "i0" "g1"
"3658" "d0" "i0" "g1"
"3659" "d1" "i0" "g1"
"3660" "d0" "i0" "g1"
"3661" "d1" "i0" "g3"
"3662" "d1" "i1" "g3"
"3663" "d0" "i0" "g2"
"3664" "d0" "i0" "g2"
"3665" "d0" "i0" "g3"
"3666" "d0" "i1" "g1"
"3667" "d0" "i0" "g3"
"3668" "d1" "i0" "g3"
"3669" "d0" "i0" "g3"
"3670" "d0" "i0" "g1"
"3671" "d0" "i0" "g2"
"3672" "d0" "i0" "g2"
"3673" "d0" "i0" "g3"
"3674" "d0" "i0" "g2"
"3675" "d1" "i0" "g3"
"3676" "d0" "i0" "g2"
"3677" "d0" "i1" "g2"
"3678" "d1" "i0" "g3"
"3679" "d0" "i0" "g2"
"3680" "d0" "i0" "g2"
"3681" "d0" "i0" "g1"
"3682" "d0" "i1" "g1"
"3683" "d1" "i0" "g3"
"3684" "d0" "i1" "g1"
"3685" "d0" "i0" "g1"
"3686" "d1" "i1" "g2"
"3687" "d1" "i0" "g3"
"3688" "d1" "i0" "g3"
"3689" "d1" "i0" "g3"
"3690" "d1" "i1" "g1"
"3691" "d1" "i0" "g3"
"3692" "d0" "i0" "g1"
"3693" "d1" "i0" "g2"
"3694" "d0" "i0" "g3"
"3695" "d0" "i1" "g1"
"3696" "d0" "i0" "g2"
"3697" "d1" "i0" "g2"
"3698" "d1" "i0" "g3"
"3699" "d0" "i0" "g2"
"3700" "d1" "i0" "g3"
"3701" "d0" "i0" "g2"
"3702" "d0" "i0" "g3"
"3703" "d1" "i0" "g3"
"3704" "d0" "i1" "g1"
"3705" "d1" "i0" "g3"
"3706" "d0" "i0" "g2"
"3707" "d1" "i0" "g3"
"3708" "d0" "i0" "g2"
"3709" "d1" "i0" "g3"
"3710" "d0" "i1" "g1"
"3711" "d0" "i1" "g1"
"3712" "d1" "i0" "g3"
"3713" "d0" "i0" "g3"
"3714" "d1" "i0" "g1"
"3715" "d1" "i0" "g3"
"3716" "d1" "i0" "g3"
"3717" "d1" "i1" "g3"
"3718" "d0" "i0" "g2"
"3719" "d0" "i0" "g2"
"3720" "d0" "i0" "g2"
"3721" "d0" "i0" "g2"
"3722" "d1" "i0" "g2"
"3723" "d0" "i0" "g3"
"3724" "d0" "i0" "g2"
"3725" "d0" "i0" "g3"
"3726" "d0" "i0" "g3"
"3727" "d1" "i0" "g3"
"3728" "d0" "i0" "g3"
"3729" "d0" "i0" "g1"
"3730" "d0" "i0" "g2"
"3731" "d0" "i1" "g1"
